Start date, 2017-07-16
B5A08877-8072-4CCB-B857-BC1C5E0CA22B, chs, 2017-09-22 16:28:01, 1
2FF24D77-0BC9-4F9B-A722-77CFBD5DA115, chs, 2017-09-11 20:08:06, 12
829DE333-7683-4ADA-A0E6-E5C0CDBF41E7, chs, 2017-09-13 08:57:35, 11
FE8E89CA-693E-4BAB-BEA5-CA632F89ED89, chs, 2017-09-11 20:08:52, 12
2154db8b-7593-4e11-83ea-38184bc9d2b2, eng, 2017-09-11 20:08:57, 12
C6D37AC5-2B7E-40BA-9C59-7F00CAC69B7A, cht, 2017-09-23 21:33:41, 0
035ba9ed-80bb-4924-ba4a-0973baeae46c, chs, 2017-09-16 11:41:10, 7
284BAF59-5943-48AC-A275-529AE6CA7376, eng, 2017-09-18 20:24:47, 5
39651581-AE84-4D53-8541-9D83FBD98AFB, chs, 2017-09-21 00:38:49, 3
D4452F4F-C203-4416-A138-9A27FD6094D4, eng, 2017-09-11 20:34:06, 12
630a4a5f-4896-4157-a3ac-d091d4afba4c, eng, 2017-09-17 19:49:48, 6
F8923191-9230-4EAF-92CF-AD66AF2989A9, eng, 2017-09-11 21:03:07, 12
6ACA39EF-F72D-4797-8180-1EB7DC0F16E8, eng, 2017-09-18 10:12:25, 6
B00B84D2-2734-4655-A6E0-B31ECEFCF3EF, eng, 2017-09-11 21:09:45, 12
5b56fd36-8c0f-49ac-a35b-7fc0a98a0017, cht, 2017-09-18 18:21:31, 5
eda79196-94ab-402a-beda-0c2b06fa7a06, cht, 2017-09-21 20:49:34, 2
14739914-4207-473D-A5C1-CAC50E039C93, eng, 2017-09-18 19:59:07, 5
5AC280C5-3479-4DCA-B675-24FDD16BB016, eng, 2017-09-18 19:13:19, 5
C98858B8-B340-43B1-8351-0F80181EDF5A, eng, 2017-09-23 20:38:30, 0
6E5CD540-9709-4D31-9DE5-A27DD73C0131, eng, 2017-09-15 14:10:03, 8
0A910146-BC19-41E9-B320-E1D3C5E63643, cht, 2017-09-16 09:06:44, 8
FE06668B-573E-44A0-9350-05214016F187, eng, 2017-09-11 21:35:56, 12
104749b8-5fbb-48b8-be93-0121a1849bd1, eng, 2017-09-11 21:45:30, 12
E14A1438-A26D-463A-A7CA-A37FE332F76B, eng, 2017-09-19 08:22:48, 5
486D412D-4208-4268-9EA4-415A99A9DAEC, eng, 2017-09-20 14:07:44, 3
c7b61a13-b38c-48e7-8c07-de3aa7a48cfa, eng, 2017-09-11 21:52:04, 12
A626BEDA-9DCB-49A7-B175-2E2A421F9486, eng, 2017-09-21 21:41:50, 2
10590D24-70C3-4B29-AAC7-0F394E34E5DC, chs, 2017-09-20 11:05:28, 3
3459B140-B3B9-452B-B2BD-6323E725D5D9, eng, 2017-09-11 22:06:12, 12
5B377FD2-14C3-402A-AFDD-CC14828BE86C, cht, 2017-09-21 20:49:27, 2
8CA3B225-703D-4D5E-B347-20EEA9DB9644, eng, 2017-09-11 22:19:25, 12
9c3e7308-c007-443f-a00a-f5710f2d86e4, chs, 2017-09-11 22:20:04, 12
9D5A7110-EF44-4A0C-8EC7-08841914AB19, eng, 2017-09-23 14:16:45, 0
7D27B484-7FCE-4A44-BDDD-F8A80455E747, eng, 2017-09-11 22:32:46, 12
09C159D7-21CD-44FA-92FD-67E9EEC50F01, cht, 2017-09-11 22:48:33, 12
15DB286A-D856-42E3-ADC4-DE4E9C7B7E31, eng, 2017-09-11 22:54:42, 12
04F9D301-2985-464F-978A-E83C4548A934, eng, 2017-09-11 22:56:02, 12
0558416f-05be-45e1-84d1-b9824b7d789a, eng, 2017-09-11 23:07:38, 12
F3E39F45-2977-4CDF-8723-E77FDF296FAE, cht, 2017-09-12 03:14:41, 12
5419E1EE-DFED-4427-A2F1-7F7AF08D9FBF, eng, 2017-09-22 09:19:11, 2
4b3bbe49-2d1a-4382-bb66-c3a985e26d1e, eng, 2017-09-20 06:53:56, 4
EC2B5476-EA46-4F8E-89D5-E9B3F6ABE5DB, cht, 2017-09-22 16:22:43, 1
CC380A86-6375-4D2D-A636-1D0AD0AEC610, eng, 2017-09-18 19:02:35, 5
46F49398-6589-4A58-9F0A-C29037A7D502, eng, 2017-09-22 05:43:51, 2
b2ead1f9-b0d0-4338-8b66-c10c61ff43af, eng, 2017-09-17 13:13:05, 6
fc5d7d61-31fe-450e-850b-f5d4828d9ebf, eng, 2017-09-16 06:41:19, 8
c97977ea-9942-420e-941d-2eb46e131da3, eng, 2017-09-21 22:56:05, 2
adfa393a-a764-4ec4-9466-4c1d3a983740, eng, 2017-09-12 10:09:18, 12
06BADD3B-4E9B-42EC-9488-91B123A356B0, eng, 2017-09-19 22:16:43, 4
1090D4A4-7D99-45E3-9349-B744FB348B9F, eng, 2017-09-12 10:34:37, 11
94D5A8B6-132A-49C7-85F0-362A35057FE5, eng, 2017-09-12 10:38:12, 11
e5b9210a-d5fa-4629-9573-fbe3ea0b068d, eng, 2017-09-12 10:38:40, 11
332E543D-6F1B-4503-8B25-B6CD9D621381, eng, 2017-09-13 19:05:29, 10
CC7B0CAC-C5B8-4DC7-83FF-BA42FE741FDF, eng, 2017-09-12 10:41:23, 11
9FFCA441-6B58-4B53-90C5-3D2A40C8C550, eng, 2017-09-12 20:27:07, 11
035C907D-C880-45E8-9E11-492F6FB6FAD8, eng, 2017-09-12 12:25:26, 11
D93C150A-DD18-4545-B3DA-93DA042D21F5, chs, 2017-09-12 17:16:38, 11
07817049-72A7-4844-806D-4891E2DC360B, eng, 2017-09-12 13:00:12, 11
FE8A9ADD-A349-40D6-8243-CF300A0AFEE4, cht, 2017-09-22 22:47:45, 1
5EA96E22-65FD-4A43-83A4-C643C98847A4, eng, 2017-09-15 11:31:18, 8
E962C3A5-73DB-445E-9DA4-133FBE0BBB98, eng, 2017-09-18 20:35:29, 5
A9C3488E-ABCF-456E-BDAC-EF6A03E77194, eng, 2017-09-12 22:54:04, 11
3AA019EE-0107-44D6-9844-A8C3540FA803, chs, 2017-09-12 16:01:30, 11
D9020B51-170E-4940-AC89-B613949ECCCE, eng, 2017-09-12 16:13:46, 11
ED06FF37-1281-4381-B763-45ECA4C22D8E, chs, 2017-09-12 16:19:38, 11
EECD82A4-00C3-4001-856E-AAC7D9B0233D, cht, 2017-09-18 16:25:19, 5
DB50E7A1-AE1D-4E21-A598-F7267BA3B248, cht, 2017-09-21 05:02:07, 3
2B841305-28B2-4ED7-A63A-09F7855471C1, cht, 2017-09-13 21:56:48, 10
E9FEBE9B-0698-4FBB-ABCD-711BF8DA171F, cht, 2017-09-20 12:44:08, 3
37EF10D4-A3DD-4EBF-B914-BE49C340F8AB, chs, 2017-09-22 09:47:15, 2
6DF6FDFA-835E-409C-BA2A-3BDABADE6C40, chs, 2017-09-22 20:50:08, 1
0FE2CB31-C644-4249-A537-90D3D44256E5, eng, 2017-09-12 17:25:51, 11
FD1B718A-B5B1-4EAB-B585-17AC0F69FD9C, eng, 2017-09-13 02:28:03, 11
79E79EFD-13D0-4D62-A6FC-12766E30AFC6, chs, 2017-09-23 18:05:41, 0
70A94043-9C37-4371-B1E7-8D8C4ED5CBFE, eng, 2017-09-12 18:34:58, 11
45E3C395-9650-47D3-B92B-F006A48CF5B1, eng, 2017-09-12 18:37:14, 11
bf4e1a2e-91c4-46db-9c4a-6d22ec6216a6, eng, 2017-09-12 18:51:03, 11
229b044d-94b2-4edd-9a36-285eab773931, chs, 2017-09-23 11:37:52, 0
F65BADFF-35AF-4ACF-AF04-21704A492EB5, eng, 2017-09-23 11:39:36, 0
94fdc3b9-1a43-472b-84b8-1438547ceb7a, eng, 2017-09-12 19:18:44, 11
1C0C1B5F-F280-45E7-9160-9697E20826E8, eng, 2017-09-23 15:59:25, 0
ce85981e-1834-4075-a4e5-ead75aace1a3, cht, 2017-09-18 12:17:56, 5
BA4B2DA0-D11F-4862-8850-5F9ACC199D01, cht, 2017-09-19 08:43:21, 5
b15bff11-debd-420d-a1c0-c6b45f0355b5, eng, 2017-09-12 21:38:49, 11
dd3e0d0d-5f2e-4087-a0b6-646d31eb5f27, chs, 2017-09-21 22:01:12, 2
D0C11862-729B-4D48-8291-99DEFD6BDBA6, eng, 2017-09-19 21:03:08, 4
345FAE29-1770-4C95-81E7-F2D7948A4332, chs, 2017-09-12 22:28:36, 11
0B4084E2-5363-4B19-A4E5-35ECE4353AAE, cht, 2017-09-21 23:38:51, 2
fa012d27-bf13-4d5e-a056-32d84af31f7f, chs, 2017-09-21 10:33:32, 2
0383CAED-F206-484B-A223-FF684ED526B0, chs, 2017-09-23 08:57:58, 1
830bcfbd-6b1a-44a0-8940-6c00fe349696, chs, 2017-09-19 08:43:46, 5
BA0AB041-3337-473F-8B5B-C2B269F647F2, eng, 2017-09-12 23:51:45, 11
3164BDA0-E4E4-4A37-8BED-96A755ACF486, chs, 2017-09-13 09:03:05, 11
14470fa0-2205-43f3-83ae-76789dd0e880, eng, 2017-09-13 01:18:29, 11
CBFE245D-AF68-4265-A4E7-B2AC9BF9EE38, chs, 2017-09-15 01:47:03, 9
4352A08E-137C-4168-B021-A2A942D61E06, eng, 2017-09-13 05:01:50, 11
35243FA2-8E20-4534-956A-279C7C83D1A0, eng, 2017-09-16 08:32:01, 8
1673400F-8D79-4E8C-871B-4DC101685C26, eng, 2017-09-13 05:59:40, 11
BC910F3A-82C9-49E8-ABDD-9E1D619A4231, spa, 2017-09-23 09:12:27, 1
C4CB5218-D909-407F-ACA3-A22A091DA756, eng, 2017-09-14 22:47:32, 9
857f7832-114a-4c1f-895f-9077d8713e88, chs, 2017-09-22 12:44:03, 1
4C97240E-73A8-450C-96CF-0756E5B15940, chs, 2017-09-15 09:53:56, 9
1B9916FE-19F7-43EF-9618-6484787A50AE, eng, 2017-09-13 10:25:21, 10
5fb0ee86-a344-40a4-96c3-98510bfb884b, eng, 2017-09-13 10:51:29, 10
ac4f4843-40cd-4dd6-82aa-c2ff8d1514d2, eng, 2017-09-17 20:09:45, 6
F584845D-E4D8-46EE-AAFC-1B8C2193866A, chs, 2017-09-22 09:45:48, 2
780220A7-A5ED-4E94-A809-5A3AAC599454, chs, 2017-09-13 15:45:12, 10
33A8E830-64B6-453D-8E56-033C239D872E, chs, 2017-09-13 18:57:49, 10
8b26ff01-280f-4d0b-ab3b-f31064804d17, chs, 2017-09-13 19:56:12, 10
c272afa4-8f55-48c1-a667-3bfda3c41999, eng, 2017-09-23 06:06:04, 1
1EE044DC-5421-456D-BCBB-41B6B31B9820, eng, 2017-09-13 21:08:43, 10
322E2720-E6C8-47B1-9FEA-07BFCB784F7C, chs, 2017-09-21 12:20:06, 2
23CF23A5-4F37-4347-8593-ECA92A0748A1, cht, 2017-09-22 07:47:36, 2
2194800C-2ABD-4F0C-8A79-AEA379F0E400, eng, 2017-09-14 11:09:51, 9
39699432-F7EC-44C3-81AA-8202846ADA15, eng, 2017-09-14 11:54:06, 9
6CE3C0BC-ED65-4026-9FF6-8ADC05F68ECE, eng, 2017-09-14 13:03:50, 9
158A6AD4-7F90-4F62-BAC7-33346975E942, eng, 2017-09-20 09:15:33, 4
5CB2EAF3-64B7-4135-BBBE-C864982EE9DA, chs, 2017-09-15 09:37:11, 9
6b46e838-25a8-4e18-a8d0-3cec1e8895a6, eng, 2017-09-18 19:58:36, 5
469169A3-D2BA-4AC0-A9A3-23C93DBC49CF, eng, 2017-09-15 14:55:21, 8
8B975F2E-E108-4B3C-ADA0-6AB5B4E10ED6, eng, 2017-09-15 06:59:48, 9
DB977038-1ABC-490D-BDB5-5E5EEC2E9980, chs, 2017-09-18 05:04:18, 6
D6A8ED25-0CB1-4939-9706-5FB25D838984, eng, 2017-09-15 08:53:50, 9
F0C80F6A-1059-4DF4-81BE-AF811B03D80E, eng, 2017-09-15 09:36:57, 9
6dc7f6f6-a9dd-45a8-9492-9778e0d647d9, cht, 2017-09-15 10:03:09, 9
45787CCD-6404-40D1-8EA9-AC0113000E56, chs, 2017-09-22 08:52:03, 2
4DA8D3BC-6AC0-497D-8B98-9E4B4F3922BF, chs, 2017-09-15 12:18:08, 8
1CD5CD8F-D52A-4A8A-AFCB-3855F8528324, eng, 2017-09-15 10:01:33, 9
BC59C15C-93AE-4F3A-A7C8-7EE6399DD13D, chs, 2017-09-20 19:00:32, 3
a9f7553d-a38f-4afc-a9e0-745e93914058, chs, 2017-09-15 10:09:16, 9
83AA30BD-F5C9-46FD-A8D9-E2BCEA27D2B5, cht, 2017-09-17 13:23:10, 6
ff017123-ee77-45ef-9544-09c3b7daa4c3, eng, 2017-09-15 12:27:40, 8
5819c0e8-b3a2-42c4-a733-263a0fdda2aa, eng, 2017-09-15 15:15:07, 8
82B34511-0DA2-47B4-9A57-E1644219718F, chs, 2017-09-23 04:24:06, 1
FB001257-1708-45A7-8341-169E61620ED9, cht, 2017-09-16 00:52:03, 8
03E64CAC-5D67-4FC3-BAF6-B85DF8529C32, eng, 2017-09-15 20:12:35, 8
B396CF25-C5C8-4638-93ED-6B4D54309800, eng, 2017-09-20 09:44:08, 4
B70AC34E-60D9-4D55-9045-415100B8D725, chs, 2017-09-15 21:09:02, 8
4681111F-736C-491B-9BE7-701CC95A9D4F, chs, 2017-09-20 18:29:46, 3
B1D8C813-3648-456B-8F8A-75A51B92941B, eng, 2017-09-15 21:34:41, 8
814B3932-9A7D-46B8-9B49-90E0537129B9, chs, 2017-09-22 23:17:55, 1
863D3242-0C8F-4132-BB24-D66DEE9C761D, eng, 2017-09-16 05:02:06, 8
124D0653-941E-4F90-97D3-9AC6C33AE1D3, eng, 2017-09-16 07:22:54, 8
288211be-b069-4b68-a5f0-7d71f6d61f04, eng, 2017-09-19 14:19:24, 4
9C1E36EA-5727-417C-900B-EEBD1B5568A0, eng, 2017-09-19 21:44:52, 4
a8c560ff-aa52-4e1d-b470-7b5efa2437e3, eng, 2017-09-16 12:30:47, 7
180572FD-724E-4794-B4B3-1EFD5F8B9898, eng, 2017-09-16 15:12:39, 7
F237A704-4ABB-4FA4-9C89-33FB16C2A460, eng, 2017-09-23 21:33:22, 0
5cb70a50-78ec-4a67-86d0-cd352a5eea2a, cht, 2017-09-21 20:33:17, 2
344CB146-397E-41FC-A019-3C8E51EAC294, eng, 2017-09-18 19:19:13, 5
7D5025A7-DE05-47CB-B898-8893606C225E, chs, 2017-09-16 21:27:21, 7
06ff1067-db91-41c0-be80-ee66bab6985a, eng, 2017-09-16 21:47:26, 7
5bf4a357-c8db-4985-8807-37bb44a77e1f, chs, 2017-09-19 16:17:16, 4
080fba33-6a44-482e-b581-4240514edc63, chs, 2017-09-16 22:18:47, 7
3e42f69b-229d-4c5a-a26b-af51d7405793, chs, 2017-09-16 23:59:46, 7
F8BB62BA-4C7A-47BE-8797-B95D6BA43E8C, cht, 2017-09-21 16:39:36, 2
92B12E55-C371-4411-BA12-630A0F79DE13, eng, 2017-09-21 14:14:27, 2
4F38B7E7-DA81-4D96-BED7-135A952ECB24, cht, 2017-09-18 19:19:02, 5
93FA289C-EBDE-48B9-8E74-F9259E349BC3, eng, 2017-09-17 10:07:56, 7
874b42ee-5dcd-4a42-8d56-bbd8a4fa0309, eng, 2017-09-17 10:10:26, 7
5BEBD1EE-71A8-436F-B8BB-6F8F68FDAF3F, chs, 2017-09-17 10:18:30, 7
37F0C4D6-2E53-412D-9EAF-E1E723D67DFD, eng, 2017-09-18 06:37:10, 6
A103A0DE-8698-49BF-9EA8-7685F574172A, cht, 2017-09-20 09:22:13, 4
BAF53237-1251-48D8-8E7A-3EBC754E4936, eng, 2017-09-17 13:13:01, 6
CEC7D343-13E9-4E04-BEF0-75E1D30A3A53, chs, 2017-09-17 14:03:17, 6
0E9A2D9E-75A2-4015-8703-51E0C96C7A7D, eng, 2017-09-22 19:04:02, 1
648C8009-CE0A-471D-A4F2-F1432518DA4B, cht, 2017-09-17 16:50:05, 6
bc7b367c-6997-41bd-bee4-1dcb1117a2ad, eng, 2017-09-18 20:27:24, 5
89d4fe08-04c6-438d-8d0d-4118a1037d97, eng, 2017-09-18 21:30:39, 5
45B9E59B-2457-4A82-BAC5-361A5EBF0847, cht, 2017-09-23 09:01:11, 1
df116b2c-cd0e-4744-b260-0c180172e137, chs, 2017-09-21 13:26:37, 2
3aa7b695-6d4d-4614-b6a4-d7a4f842c5a8, cht, 2017-09-19 19:30:25, 4
4b870593-799e-4e64-8d16-77fe352604b7, chs, 2017-09-21 13:13:58, 2
86EEC7CD-B662-4A3E-9F0B-A96074257773, chs, 2017-09-18 19:35:07, 5
97650EB5-B6B8-482A-B9CB-260E2F104483, eng, 2017-09-18 21:28:38, 5
6954248E-3AFA-4D8E-B59B-66085B4CDD08, eng, 2017-09-22 06:18:12, 2
73A67539-2EFC-4BF3-B15E-25E0ED850F13, eng, 2017-09-19 12:04:52, 4
35AC5C52-EC0A-466F-96D7-920DF92CBD68, eng, 2017-09-17 19:54:45, 6
6914376F-671E-4BE7-85FF-D5562357601D, eng, 2017-09-23 11:18:37, 0
8B832ECC-E411-45FD-BB1E-EEDD44A65A29, eng, 2017-09-17 20:37:47, 6
78A1ED12-E28F-4330-BF22-643EF37F5626, eng, 2017-09-21 09:11:48, 3
3BE1BBC6-5938-4DD6-9270-DC9C2DAE42FF, eng, 2017-09-22 16:25:13, 1
591267e8-0f0a-4c5b-b4d6-408e0b6cd55d, cht, 2017-09-22 20:53:45, 1
D2FD2706-294A-4824-99B9-BEC43C7A893D, eng, 2017-09-22 06:39:25, 2
D769C2C4-C411-46C4-9CDF-0219713C4A40, chs, 2017-09-22 07:38:50, 2
8a836972-6373-4828-a316-b2189bb49de0, cht, 2017-09-18 12:26:20, 5
0F7FCF8D-F012-4BC1-ADA2-B39847CA68C6, eng, 2017-09-21 07:29:19, 3
9D8DEE58-96E8-4914-AFC0-2CEE5FC5489F, eng, 2017-09-18 16:24:10, 5
8E7FC149-C7E3-4AEF-B1D4-3EBBBCD5C301, eng, 2017-09-23 05:38:59, 1
6c305b29-ca86-4e06-9c8a-0be4de3dc39a, eng, 2017-09-18 19:04:37, 5
c88a26ff-c8e1-4274-b2a1-9097197bf501, eng, 2017-09-18 19:06:58, 5
31BAC1CD-6A2C-45D7-8965-843ACE4BAFB3, eng, 2017-09-18 19:08:22, 5
6603CED8-D144-44F3-9DC1-898695BC5B77, eng, 2017-09-18 19:08:29, 5
A0B41992-3DCB-43AC-A1F8-363197845263, eng, 2017-09-18 19:08:31, 5
7499DF44-11C1-4E70-884C-60B89466852E, eng, 2017-09-18 19:09:14, 5
AB07D858-251B-44B5-B833-64CA9AA8EEF5, eng, 2017-09-18 19:09:22, 5
7BDF1B2C-566F-49CA-8D0F-56D54C1E3333, eng, 2017-09-18 19:09:29, 5
304C7CC4-EF46-47F5-A56F-1AD42AE470A4, eng, 2017-09-18 19:09:37, 5
9cc4f443-98cd-4c98-bf12-08418f45f71e, eng, 2017-09-21 19:49:36, 2
880CDBE8-2FCE-4D15-809F-BB33421FE493, eng, 2017-09-18 19:10:50, 5
a8285549-21f0-440f-8df6-b77098304ae1, eng, 2017-09-18 21:23:39, 5
1df142d1-6afe-476b-8bd7-514be1e393f6, eng, 2017-09-18 19:11:47, 5
e7c6819f-c31e-4794-90b5-a98c0dbc15cd, eng, 2017-09-18 19:11:55, 5
ae7e2e21-5e8a-4704-9b53-89a7792083cc, eng, 2017-09-20 18:43:27, 3
b1334b49-16ad-4376-a840-195513a77104, eng, 2017-09-18 19:15:54, 5
427850E1-EC2A-442B-81F0-FF4CE6E0CD09, eng, 2017-09-18 19:17:16, 5
9485B89E-0CA6-4C3E-97B1-0E33ACA13A6D, eng, 2017-09-18 19:40:49, 5
7318e228-424c-45e2-b7d0-8370fba99867, eng, 2017-09-22 08:12:57, 2
BDEDA168-4D60-4BC1-99A8-573DC9E1771E, eng, 2017-09-21 22:23:23, 2
79E40CBE-F2CD-4F63-ABC9-A28EE67C8BE8, eng, 2017-09-19 20:12:53, 4
F6F4272B-E7FD-46C1-8254-74C4C04028EC, eng, 2017-09-18 20:08:19, 5
5B8FE725-A451-4C1E-92A4-DD205C33854C, eng, 2017-09-18 20:09:04, 5
A30ED9B7-50E3-4B3F-BAE4-4AAB02A34F28, eng, 2017-09-18 20:16:45, 5
8988C5D3-6B7F-4DCE-8F17-DE2FFE5437C5, eng, 2017-09-21 08:03:43, 3
67C389A0-276A-4839-AD5F-4C562B8A5C98, eng, 2017-09-22 21:08:23, 1
311220D8-0597-412B-85EF-83337176DACD, eng, 2017-09-18 20:19:10, 5
58DA4281-FF81-47C7-A085-31425E9B4C86, eng, 2017-09-18 20:21:02, 5
6a1425ce-684f-404c-9f81-313f06943c7c, eng, 2017-09-23 06:25:11, 1
a48d17e1-76a6-44e7-a50e-738b1999d7d2, eng, 2017-09-18 21:53:29, 5
AD96224F-5421-4E87-B4E0-BA822D6A9402, chs, 2017-09-18 21:05:45, 5
D84D0512-0478-4339-8C32-A74498D8688A, eng, 2017-09-20 09:47:09, 4
776E99E1-043B-4527-9447-796E225613A9, eng, 2017-09-21 20:07:59, 2
e686e4d9-eaf4-426d-91c1-a511d59dea5e, eng, 2017-09-23 08:47:57, 1
E8E534FD-4CAC-4045-8F45-35E6BEFE1B93, eng, 2017-09-23 09:10:21, 1
1BAE3349-98C3-46EE-BAAA-68D047D3FED7, eng, 2017-09-21 07:11:42, 3
D6F7BD81-E773-487B-A66F-042B1481B9A5, eng, 2017-09-21 13:06:21, 2
1F912D94-B3C9-473A-8000-0071EBD25DF3, chs, 2017-09-18 22:58:30, 5
801CAF70-9446-4E0F-B88C-4DA4DEC63860, eng, 2017-09-19 17:15:17, 4
0BE42BFA-662E-494E-8512-5BAE11B34C18, eng, 2017-09-18 23:15:50, 5
A83315B7-A476-481B-A576-807CD4E05A40, eng, 2017-09-18 23:58:15, 5
3F61246B-2453-4AE1-9ADA-E077532E09DE, eng, 2017-09-19 00:41:03, 5
63476D24-CC5F-41D7-A809-A0B248F1F12A, eng, 2017-09-21 20:00:01, 2
99636ECE-EE17-49D5-A2D0-A6F79701E8A6, eng, 2017-09-19 07:17:44, 5
79fd6475-8c53-4623-9370-c375161a52f2, eng, 2017-09-19 07:22:11, 5
1711F57F-5493-4388-80C5-E2C0FAF0164D, eng, 2017-09-19 17:14:48, 4
53869B16-1B1B-494C-A3C5-812EF97D5851, eng, 2017-09-19 10:41:50, 4
0D92AF06-51A4-451A-82D3-7AB4168CADBA, eng, 2017-09-19 11:27:30, 4
EE6D66A0-1CCE-4383-85D8-C50547116AE4, eng, 2017-09-19 13:29:09, 4
715F2BB0-7F7F-48AE-AA42-10F47410B4A3, eng, 2017-09-19 15:14:44, 4
76c99546-75db-4d9f-a67a-2dc3a62aa6a0, cht, 2017-09-19 15:29:35, 4
852C8AE9-CDBB-45DB-BE61-B1EC1D98E481, eng, 2017-09-23 11:50:22, 0
82EAAF92-70AC-4312-9537-2C8142E86C91, eng, 2017-09-21 17:37:41, 2
b21b8a48-24e2-4fa5-9b83-3d7d3e7cedaf, eng, 2017-09-19 16:53:45, 4
19BC0E24-FB8D-4905-8017-9E5727F2D47D, eng, 2017-09-19 19:00:13, 4
A9D18E7E-81D9-4D23-9A0C-4DCD3DAB3628, eng, 2017-09-19 19:07:08, 4
6D44DA04-6313-40ED-95E0-F14179A9BEBA, eng, 2017-09-19 19:12:47, 4
B3C72B4E-7D68-4605-BFD4-13CCC6895435, eng, 2017-09-19 21:06:17, 4
2A85684C-4E7F-49FA-A585-EB08F62732D5, eng, 2017-09-19 22:28:42, 4
B254116F-47DF-477A-A260-A39348C4A014, cht, 2017-09-22 11:09:21, 1
9CB0E456-EBEC-41ED-B0A2-CC9ED9C9ABAB, eng, 2017-09-20 07:20:45, 4
C08707C5-38B7-4FD7-8EE1-E26E25C3F40E, eng, 2017-09-21 06:00:19, 3
4A2B0701-3CFE-4A30-AC51-DF10DC067A1E, eng, 2017-09-23 08:46:30, 1
04d750d1-5857-40cf-88bf-72f644bdb96b, eng, 2017-09-20 11:00:46, 3
2bba79e7-516a-4529-a66f-7efb3f6a2a54, chs, 2017-09-20 13:29:57, 3
F1ABE3B5-10F9-428E-AA39-D40B0C8A4730, cht, 2017-09-20 14:57:58, 3
CCFFF79E-D80A-4DCD-9DFB-1860AB2EC6D5, eng, 2017-09-20 19:21:16, 3
9313E1D5-FFE6-428A-A587-315BD26A14A1, eng, 2017-09-20 19:24:16, 3
E2476B6B-78B1-4D73-974F-B0D9A1C16BF2, eng, 2017-09-21 03:39:48, 3
50B5E404-917C-4B37-9EE0-C33CF98CB8E7, eng, 2017-09-22 04:09:32, 2
9D49956C-FF3C-4D56-B3C9-40C740F4D471, eng, 2017-09-21 06:13:10, 3
B3E92B67-B2B4-4B92-BFA1-8F2881D7E2D5, eng, 2017-09-21 08:41:43, 3
B250B95C-70E0-4BDF-9D58-E1DE4682FE47, eng, 2017-09-21 09:23:26, 3
9FB8506E-D4FD-4B5E-8E8C-1FCCD3A41152, eng, 2017-09-21 10:35:03, 2
4B98B00E-4073-48E5-8C06-757CD8818D96, eng, 2017-09-21 12:02:50, 2
A6265489-E562-4E49-9354-1BBBD08AD113, cht, 2017-09-21 13:31:22, 2
0E678BBB-797E-4DE0-8E65-98A62BEB508D, eng, 2017-09-21 17:22:09, 2
430D493A-028D-4223-A09A-50916162A163, eng, 2017-09-21 20:17:49, 2
41e3b5e2-115d-47c2-a9a8-251125bf6ec2, eng, 2017-09-21 21:16:33, 2
E5B2D18D-5F33-48DC-B025-1E2C2FBF4F9D, cht, 2017-09-21 21:38:00, 2
F09E5A40-2CDD-4774-8891-5FBB1775AEAC, eng, 2017-09-21 23:06:05, 2
cca4a4ca-75fb-4c20-9855-7cdab94c2090, cht, 2017-09-22 01:43:46, 2
CB5F3855-0467-4729-A75B-3AC2DF90609B, eng, 2017-09-22 01:05:58, 2
00A5D4F1-EFDC-4D01-8B65-948C2B2A9562, chs, 2017-09-22 10:17:03, 2
9116685f-48c4-40c1-aaff-8b9e3dd6b372, chs, 2017-09-22 10:24:49, 1
54638603-0760-437e-a2b6-010f7ec94189, eng, 2017-09-22 13:23:41, 1
159d5fed-69f0-470e-9ebd-ca8c836e7d3d, eng, 2017-09-22 20:03:56, 1
2087b4af-b3b1-43b8-80d1-52aa74b2b506, eng, 2017-09-22 20:34:07, 1
97BC91B3-8759-4D39-AD06-85222AFE3B82, eng, 2017-09-22 20:39:35, 1
847e80c0-a170-4381-9683-1b2a541de42e, eng, 2017-09-22 21:33:32, 1
07FCB8B6-1277-41ED-8B54-364FF1F8927F, chs, 2017-09-22 23:20:08, 1
cab4c160-af58-4b29-9fc2-036ea1966292, chs, 2017-09-23 00:38:57, 1
f3941c05-6644-4406-908c-ef9d2ed66a96, eng, 2017-09-23 02:28:42, 1
0325AC63-C58D-4E65-BCAA-C1AB0C8F596A, eng, 2017-09-23 13:32:14, 0
5684EF97-B16C-4C21-BE4E-AEA13D898491, eng, 2017-09-23 06:19:06, 1
7822AB58-F500-4AE8-AF24-89F44A6E21B3, eng, 2017-09-23 12:10:00, 0
C4DF1E36-BA20-42AF-92AA-BA113CB6861B, eng, 2017-09-23 10:03:21, 1
8DEDC787-54C0-4CAC-90B9-3BBC5DD8D3E4, eng, 2017-09-23 11:46:07, 0
7519C7A6-8065-4978-835B-DE9943B32EF9, eng, 2017-09-23 13:51:52, 0
061f213a-016d-490e-9a48-3c933c81e7c5, chs, 2017-09-23 17:17:40, 0
CFFC8FAF-423C-433A-AD5E-32B1E6FE3D69, chs, 2017-09-23 17:19:45, 0
b4231407-0c51-4049-b6ec-fd81cbfc56b6, chs, 2017-09-23 18:12:54, 0
